,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company,mileage,seats
426,ertiga,2016,550000,78000,Diesel,Individual,Manual,Third Owner,maruti,25.47,7
427,tuv300,2018,760000,50000,Diesel,Individual,Manual,First Owner,mahindra,18.49,7
430,santro,2019,500000,1250,Petrol,Individual,Manual,First Owner,hyundai,20.3,5
433,polo,2012,350000,77000,Diesel,Individual,Manual,First Owner,volkswagen,22.07,5
434,verna,2008,195000,90000,Diesel,Individual,Manual,Second Owner,hyundai,16.8,5
436,innova,2015,1125000,65000,Diesel,Individual,Manual,First Owner,toyota,12.99,7
437,indica,2011,133000,80000,Diesel,Individual,Manual,First Owner,tata,17.0,5
438,eon,2013,200000,24005,Petrol,Individual,Manual,First Owner,hyundai,21.1,5
440,duster,2014,400000,120000,Diesel,Individual,Manual,First Owner,renault,19.01,5
441,i10,2009,120000,120000,Petrol,Individual,Manual,Second Owner,hyundai,19.81,5
442,swift dzire,2015,625000,80000,Diesel,Individual,Manual,First Owner,maruti,23.4,5
443,swift,2005,110000,80000,Petrol,Individual,Manual,First Owner,maruti,25.2,5
444,duster,2012,490000,100000,Diesel,Individual,Manual,First Owner,renault,20.45,5
445,alto,2009,140000,120000,Petrol,Individual,Manual,Second Owner,maruti,19.7,5
446,figo,2011,175000,149000,Diesel,Individual,Manual,Second Owner,ford,20.0,5
447,wagon r,2005,90000,65000,Petrol,Individual,Manual,Second Owner,maruti,18.9,5
448,swift,2009,275000,100000,Diesel,Individual,Manual,Second Owner,maruti,17.8,5
449,vento,2011,300000,65000,Diesel,Individual,Manual,Second Owner,volkswagen,15.04,5
450,go plus,2018,270000,19000,Petrol,Individual,Manual,Second Owner,datsun,20.62,7
452,alto k10,2015,275000,30000,Petrol,Individual,Manual,First Owner,maruti,23.95,5
453,swift,2012,352000,109000,Diesel,Individual,Manual,First Owner,maruti,25.2,5
454,eon,2012,180000,90000,LPG,Individual,Manual,First Owner,hyundai,21.1,5
455,alto,2012,150000,90000,Petrol,Individual,Manual,First Owner,maruti,19.7,5
456,swift,2010,300000,110000,Diesel,Individual,Manual,Second Owner,maruti,17.8,5
457,bolero,2007,225000,120000,Diesel,Individual,Manual,First Owner,mahindra,13.6,7
458,mobilio,2014,600000,44000,Diesel,Individual,Manual,First Owner,honda,24.5,7
459,ertiga,2015,500000,80000,Petrol,Individual,Manual,First Owner,maruti,24.52,7
461,i20,2016,600000,61000,Petrol,Individual,Manual,First Owner,hyundai,22.54,5
462,etios,2011,450000,100000,Diesel,Individual,Manual,Second Owner,toyota,23.59,5
463,i10,2009,270000,27633,Petrol,Individual,Manual,First Owner,hyundai,20.36,5
464,swift,2010,310000,100000,Diesel,Individual,Manual,Third Owner,maruti,25.2,5
465,santro,2012,250000,100000,LPG,Individual,Manual,First Owner,hyundai,18.83,5
467,others,2018,650000,38083,Diesel,Dealer,Manual,First Owner,fiat,13.5,5
468,figo,2012,400000,55328,Diesel,Dealer,Manual,First Owner,ford,25.83,5
469,figo,2012,425000,81632,Diesel,Dealer,Manual,First Owner,ford,20.0,5
470,aspire,2016,600000,155201,Diesel,Dealer,Manual,First Owner,ford,26.1,5
471,ecosport,2013,600000,93283,Diesel,Dealer,Manual,First Owner,ford,21.7,5
473,fiesta,2012,450000,90165,Diesel,Dealer,Manual,First Owner,ford,17.8,5
474,ecosport,2014,750000,101504,Diesel,Dealer,Manual,First Owner,ford,22.77,5
475,figo,2010,325000,86017,Diesel,Dealer,Manual,Second Owner,ford,18.5,5
476,xuv500,2013,900000,85036,Diesel,Dealer,Manual,Second Owner,mahindra,15.1,7
479,ecosport,2013,600000,125531,Diesel,Dealer,Manual,Second Owner,ford,22.77,5
481,laura,2006,350000,100000,Diesel,Individual,Manual,First Owner,skoda,17.5,5
482,ritz,2013,280000,90000,Diesel,Individual,Manual,Third Owner,maruti,23.2,5
483,xylo,2009,225000,120000,Diesel,Individual,Manual,Second Owner,mahindra,13.0,7
484,city,2014,520000,82000,Diesel,Individual,Manual,First Owner,honda,16.8,5
485,scorpio,2016,509999,60000,Diesel,Individual,Manual,First Owner,mahindra,14.0,7
486,baleno,2019,556000,24000,Petrol,Individual,Manual,First Owner,maruti,27.39,5
487,indigo,2014,225000,120000,Diesel,Individual,Manual,First Owner,tata,19.09,5
488,amaze,2013,325000,65000,Diesel,Dealer,Manual,First Owner,honda,24.7,5
489,swift,2013,365000,65000,Diesel,Dealer,Manual,First Owner,maruti,20.4,5
492,swift,2007,225000,50000,Diesel,Dealer,Manual,First Owner,maruti,28.4,5
493,alto,2011,135000,50000,Petrol,Individual,Manual,First Owner,maruti,19.7,5
494,wagon r,2007,140000,49000,Petrol,Dealer,Manual,First Owner,maruti,37.24,5
496,kwid,2015,275000,14365,Petrol,Dealer,Manual,First Owner,renault,25.17,5
498,verna,2013,484999,65000,Diesel,Dealer,Manual,First Owner,hyundai,22.32,5
499,ciaz,2015,565000,65000,Diesel,Dealer,Manual,First Owner,maruti,20.65,5
500,swift dzire,2013,425000,61083,Diesel,Dealer,Manual,First Owner,maruti,26.59,5
502,scorpio,2012,565000,72000,Diesel,Dealer,Manual,First Owner,mahindra,15.4,7
504,others,2017,1650000,55000,Diesel,Dealer,Manual,First Owner,hyundai,11.2,5
505,eon,2015,295000,21000,Petrol,Dealer,Manual,Second Owner,hyundai,21.1,5
507,creta,2018,1475000,11700,Petrol,Dealer,Automatic,First Owner,hyundai,15.8,5
508,verna,2017,1100000,10000,Petrol,Individual,Automatic,First Owner,hyundai,17.0,5
509,swift,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,maruti,21.21,5
511,verna,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,hyundai,22.32,5
512,polo,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner,volkswagen,18.78,5
513,celerio,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,maruti,27.62,5
514,brio,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner,honda,18.5,5
516,creta,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,hyundai,14.8,5
518,innova crysta,2018,1725000,23974,Diesel,Dealer,Automatic,Second Owner,toyota,13.68,7
521,creta,2016,535000,52600,Diesel,Individual,Manual,First Owner,hyundai,17.01,5
522,sx4,2012,225000,110000,Petrol,Individual,Manual,Second Owner,maruti,15.0,5
523,grand i10,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,hyundai,18.9,5
524,ertiga,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,maruti,25.47,7
525,grand i10,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,hyundai,18.9,5
526,beat,2016,239000,41000,Petrol,Dealer,Manual,First Owner,chevrolet,18.6,5
527,fortuner,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,toyota,14.24,7
528,i10,2012,229999,49824,Petrol,Dealer,Manual,First Owner,hyundai,19.81,5
530,santro,2005,80000,56580,Petrol,Dealer,Manual,First Owner,hyundai,17.92,5
532,swift dzire,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,maruti,26.59,5
533,i20,2013,350000,50000,Petrol,Individual,Manual,Second Owner,hyundai,22.54,5
534,alto 800,2014,114999,30000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
535,i20,2013,380000,50000,Petrol,Individual,Manual,Second Owner,hyundai,21.9,5
536,scorpio,2016,900000,35000,Diesel,Individual,Manual,First Owner,mahindra,15.4,7
537,beat,2012,200999,90000,Petrol,Individual,Manual,Second Owner,chevrolet,25.44,5
539,nexon,2019,800000,60000,Diesel,Individual,Manual,First Owner,tata,21.5,5
541,swift,2018,600000,60000,Diesel,Individual,Manual,First Owner,maruti,25.2,5
542,others,2005,150000,150000,Diesel,Individual,Manual,First Owner,chevrolet,13.5,7
544,eeco,2019,380000,5000,Petrol,Individual,Manual,First Owner,maruti,15.37,5
545,swift,2006,80000,66508,Petrol,Individual,Manual,Second Owner,maruti,21.21,5
547,nano,2012,75000,29900,Petrol,Individual,Manual,First Owner,tata,25.4,4
549,indica,2012,185000,85000,Diesel,Individual,Manual,First Owner,tata,18.0,5
550,scorpio,2011,425000,50000,Diesel,Individual,Manual,First Owner,mahindra,14.0,7
551,indica,2010,100000,120000,Diesel,Individual,Manual,Second Owner,tata,17.0,5
552,zen,2008,140000,90000,Petrol,Individual,Manual,Third Owner,maruti,17.3,5
553,swift dzire,2017,710000,8000,Petrol,Individual,Automatic,First Owner,maruti,22.0,5
554,amaze,2015,450000,7900,Petrol,Individual,Automatic,First Owner,honda,19.0,5
555,redi-go,2017,210000,50000,Petrol,Individual,Manual,First Owner,datsun,22.7,5
556,alto k10,2016,270000,25000,Petrol,Individual,Manual,First Owner,maruti,20.92,5
557,alto,2009,110000,20000,Petrol,Individual,Manual,First Owner,maruti,19.7,5
558,swift,2018,540000,17500,Petrol,Individual,Manual,First Owner,maruti,21.21,5
562,others,2008,250000,100000,Diesel,Individual,Manual,Fourth & Above Owner,chevrolet,20.5,7
563,fiesta,2011,150000,186000,Diesel,Individual,Manual,Second Owner,ford,17.8,5
564,aveo,2010,140000,60000,Petrol,Individual,Manual,First Owner,chevrolet,15.26,5
566,hexa,2017,969999,30000,Diesel,Individual,Manual,First Owner,tata,17.6,7
567,santro,2007,90000,80000,CNG,Individual,Manual,Third Owner,hyundai,0.0,5
569,verna,2007,155000,100000,Diesel,Individual,Manual,Fourth & Above Owner,hyundai,22.32,5
570,thar,2019,900000,15000,Diesel,Individual,Manual,First Owner,mahindra,16.55,4
571,alto k10,2011,135000,90000,Petrol,Individual,Manual,First Owner,maruti,20.92,5
572,800 ac,2012,180000,120000,Petrol,Individual,Manual,First Owner,maruti,16.1,5
573,verna,2013,495000,100000,Diesel,Individual,Manual,Second Owner,hyundai,13.9,5
574,innova,2009,400000,138000,Diesel,Individual,Manual,Third Owner,toyota,12.99,7
575,verna,2008,250000,110000,Diesel,Individual,Manual,Second Owner,hyundai,16.2,5
576,alto k10,2015,138000,120000,Petrol,Individual,Manual,Fourth & Above Owner,maruti,23.95,5
577,city,2011,311000,70000,Petrol,Individual,Automatic,Second Owner,honda,16.9,5
578,alto 800,2015,190000,70000,Petrol,Individual,Manual,First Owner,maruti,42.644,5
581,jazz,2018,600000,20000,Petrol,Individual,Manual,First Owner,honda,18.2,5
582,scorpio,2009,550000,100000,Diesel,Individual,Manual,First Owner,mahindra,14.0,7
584,alto 800,2018,195000,5000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
585,nano,2013,58000,27974,Petrol,Individual,Manual,First Owner,tata,25.4,4
586,alto 800,2018,183000,40000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
587,zen,2007,95000,80000,Petrol,Individual,Manual,First Owner,maruti,18.2,5
588,wagon r,2013,250000,38000,Petrol,Individual,Manual,First Owner,maruti,20.51,5
589,zest,2014,400000,35000,Petrol,Individual,Manual,First Owner,tata,17.57,5
590,verna,2012,409999,60000,Diesel,Individual,Manual,Second Owner,hyundai,23.9,5
592,swift,2018,600000,18000,Petrol,Individual,Automatic,First Owner,maruti,21.21,5
593,amaze,2016,600000,10000,Petrol,Individual,Manual,First Owner,honda,27.4,5
594,xuv500,2015,825000,90000,Diesel,Individual,Manual,Third Owner,mahindra,15.1,7
595,etios,2016,625000,80000,Diesel,Individual,Manual,Second Owner,toyota,23.59,5
596,grand i10,2020,700000,1400,Diesel,Individual,Manual,First Owner,hyundai,20.7,5
597,beat,2011,160000,60000,Petrol,Individual,Manual,First Owner,chevrolet,25.44,5
598,alto,2011,114999,60000,Petrol,Individual,Manual,Third Owner,maruti,19.7,5
599,wagon r,2009,150000,53000,Petrol,Individual,Manual,First Owner,maruti,18.9,5
600,jetta,2010,250000,100000,Diesel,Dealer,Manual,First Owner,volkswagen,15.0,5
601,verna,2012,390000,86000,Diesel,Dealer,Manual,Second Owner,hyundai,16.8,5
602,duster,2015,650000,100000,Diesel,Individual,Manual,First Owner,renault,19.01,5
603,xcent,2016,600000,30000,Diesel,Individual,Manual,First Owner,hyundai,19.1,5
604,i20,2011,250000,120000,Petrol,Individual,Manual,First Owner,hyundai,22.54,5
605,santro,2011,229999,60000,LPG,Individual,Manual,Second Owner,hyundai,24.92,5
606,ritz,2016,299000,50000,Diesel,Individual,Manual,Second Owner,maruti,18.5,5
608,accent,2012,180000,100000,Petrol,Individual,Manual,Third Owner,hyundai,13.1,5
610,grand i10,2015,325000,100000,Diesel,Individual,Manual,First Owner,hyundai,24.0,5
611,city,2016,639000,28205,Petrol,Dealer,Manual,First Owner,honda,17.8,5
613,creta,2016,1199000,30093,Diesel,Dealer,Automatic,First Owner,hyundai,15.29,5
615,verna,2013,425000,59319,Petrol,Dealer,Manual,First Owner,hyundai,22.32,5
616,vitara brezza,2016,699000,39503,Diesel,Dealer,Manual,First Owner,maruti,24.3,5
617,grand i10,2013,325000,35299,Petrol,Dealer,Manual,First Owner,hyundai,18.9,5
620,polo,2013,399000,44049,Diesel,Dealer,Manual,First Owner,volkswagen,16.47,5
621,kuv300,2017,475000,45087,Diesel,Dealer,Manual,First Owner,mahindra,25.32,6
622,etios,2011,249000,41125,Petrol,Dealer,Manual,First Owner,toyota,23.59,5
624,polo,2011,254999,54206,Petrol,Dealer,Manual,First Owner,volkswagen,17.2,5
626,ertiga,2014,665000,59110,Diesel,Dealer,Manual,First Owner,maruti,24.2,7
627,wagon r,2014,299000,54565,Petrol,Dealer,Manual,First Owner,maruti,20.16,5
628,i20,2010,265000,47564,Petrol,Dealer,Manual,Second Owner,hyundai,22.54,5
629,polo,2010,211000,45143,Petrol,Dealer,Manual,Second Owner,volkswagen,16.47,5
632,verna,2014,550000,50000,Diesel,Individual,Manual,First Owner,hyundai,22.0,5
633,others,2018,4000000,68000,Diesel,Individual,Automatic,First Owner,others,20.4,7
634,sumo,2010,220000,120000,Diesel,Individual,Manual,Second Owner,tata,12.2,7
635,swift,2019,500000,20000,Petrol,Individual,Manual,First Owner,maruti,20.4,5
636,alto,2010,140000,30000,Petrol,Individual,Manual,First Owner,maruti,19.7,5
637,swift,2013,325000,60000,Diesel,Individual,Manual,First Owner,maruti,28.4,5
638,i20,2010,210000,90000,Petrol,Individual,Manual,Third Owner,hyundai,21.9,5
639,alto,2008,110000,90000,Petrol,Individual,Manual,Second Owner,maruti,19.7,5
640,verna,2019,1200000,25000,Diesel,Individual,Manual,First Owner,hyundai,17.01,5
641,alto 800,2017,229999,40000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
643,tiago,2018,525000,10980,Petrol,Dealer,Automatic,First Owner,tata,23.84,5
644,eon,2018,325000,20629,Petrol,Dealer,Manual,First Owner,hyundai,21.1,5
645,innova crysta,2018,1500000,50000,Diesel,Individual,Manual,First Owner,toyota,11.36,7
646,grand i10,2015,400000,30000,Petrol,Individual,Automatic,First Owner,hyundai,24.0,5
647,ciaz,2015,550000,69782,Petrol,Dealer,Manual,First Owner,maruti,28.09,5
651,scorpio,2015,890000,52000,Diesel,Dealer,Manual,First Owner,mahindra,15.4,7
652,swift,2015,490000,59385,Diesel,Dealer,Manual,First Owner,maruti,28.4,5
653,i20,2015,525000,70378,Petrol,Dealer,Manual,First Owner,hyundai,22.54,5
654,wagon r,2013,330000,55425,Petrol,Dealer,Manual,First Owner,maruti,20.16,5
655,bolero,2013,550000,78413,Diesel,Dealer,Manual,Second Owner,mahindra,13.6,7
656,bolero,2018,790000,40890,Diesel,Dealer,Manual,First Owner,mahindra,21.0,7
660,amaze,2014,409999,56541,Diesel,Dealer,Manual,First Owner,honda,17.8,5
661,eon,2016,220000,43700,Petrol,Individual,Manual,First Owner,hyundai,21.1,5
662,indica,2009,68000,120000,Petrol,Individual,Manual,Second Owner,tata,16.8,5
663,eon,2017,290000,20000,Petrol,Individual,Manual,First Owner,hyundai,21.1,5
664,city,2014,600000,27483,Diesel,Dealer,Manual,First Owner,honda,17.8,5
665,swift,2019,470000,8000,Petrol,Individual,Manual,First Owner,maruti,21.21,5
666,i10,2008,150000,30000,Petrol,Individual,Manual,First Owner,hyundai,20.36,5
667,alto 800,2014,180000,56207,Petrol,Dealer,Manual,Second Owner,maruti,22.74,5
668,zen,2006,80000,70000,Petrol,Individual,Manual,First Owner,maruti,17.3,5
670,alto 800,2019,300000,50000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
671,fortuner,2017,2800000,20000,Diesel,Individual,Automatic,First Owner,toyota,12.55,7
677,swift,2012,450000,46000,Diesel,Individual,Manual,First Owner,maruti,28.4,5
678,verna,2016,770000,10000,Petrol,Individual,Automatic,First Owner,hyundai,17.0,5
679,swift dzire,2018,550000,80000,Diesel,Individual,Manual,First Owner,maruti,19.3,5
680,new safari,2011,320000,100000,Diesel,Individual,Manual,Second Owner,tata,11.57,7
682,celerio,2017,450000,50000,Petrol,Individual,Automatic,First Owner,maruti,23.1,5
683,sx4,2011,220000,90000,Diesel,Individual,Manual,Third Owner,maruti,15.6,5
684,xuv500,2012,400000,150000,Diesel,Individual,Manual,Second Owner,mahindra,15.1,7
685,verna,2013,530000,89000,Petrol,Individual,Manual,Second Owner,hyundai,19.08,5
686,swift dzire,2014,390000,60000,Diesel,Individual,Manual,Second Owner,maruti,23.4,5
687,punto,2012,185000,100000,Diesel,Individual,Manual,Second Owner,fiat,20.3,5
688,sx4,2012,300000,100000,Petrol,Individual,Manual,Second Owner,maruti,15.5,5
689,swift,2014,575000,90000,Diesel,Individual,Manual,Second Owner,maruti,22.9,5
690,wagon r,2014,300000,75000,Petrol,Individual,Manual,First Owner,maruti,21.79,5
691,etios livo,2017,425000,36000,Diesel,Dealer,Manual,First Owner,toyota,17.71,5
694,ciaz,2017,500000,40000,Petrol,Individual,Automatic,First Owner,maruti,28.09,5
695,scorpio,2015,600000,60000,Diesel,Individual,Manual,First Owner,mahindra,15.4,7
697,verna,2018,1150000,26430,Diesel,Dealer,Manual,First Owner,hyundai,17.01,5
698,swift,2015,475000,24600,Petrol,Dealer,Manual,First Owner,maruti,20.4,5
699,wagon r,2011,260000,28481,Petrol,Dealer,Manual,First Owner,maruti,20.52,5
700,ecosport,2013,350000,100000,Petrol,Individual,Manual,First Owner,ford,22.77,5
701,xuv500,2013,750000,41988,Diesel,Dealer,Manual,First Owner,mahindra,15.1,7
702,wagon r,2009,180000,30375,Petrol,Dealer,Manual,First Owner,maruti,20.51,5
704,swift dzire,2017,611000,34400,Diesel,Dealer,Manual,First Owner,maruti,21.21,5
705,kwid,2017,325000,18500,Petrol,Dealer,Manual,First Owner,renault,25.17,5
706,eon,2012,225000,48000,Petrol,Dealer,Manual,First Owner,hyundai,21.1,5
707,wagon r,2014,300000,28942,Petrol,Dealer,Automatic,First Owner,maruti,20.51,5
708,bolero,2017,400000,50000,Diesel,Individual,Manual,Second Owner,mahindra,15.96,7
709,xuv500,2012,711000,53600,Diesel,Dealer,Manual,First Owner,mahindra,16.0,7
711,ertiga,2014,500000,25000,Petrol,Individual,Manual,First Owner,maruti,19.34,7
712,innova,2007,250000,80000,Diesel,Individual,Manual,Second Owner,toyota,12.99,7
713,alto 800,2017,150000,50000,Petrol,Individual,Manual,First Owner,maruti,22.74,5
715,kuv300,2018,450000,5000,Petrol,Individual,Manual,First Owner,mahindra,18.15,6
716,i20,2017,744000,106000,Diesel,Individual,Manual,First Owner,hyundai,21.9,5
717,spark,2008,120000,100000,Petrol,Individual,Manual,Third Owner,chevrolet,18.0,5
718,kwid,2016,220000,60000,Petrol,Individual,Manual,Third Owner,renault,25.17,5
719,ertiga,2012,480000,120000,Diesel,Individual,Manual,Fourth & Above Owner,maruti,20.77,7
722,verna,2011,260000,125000,Diesel,Individual,Manual,Third Owner,hyundai,22.32,5
725,grand i10,2015,350000,90000,Petrol,Individual,Manual,Second Owner,hyundai,18.9,5
726,swift dzire,2009,250000,60000,Petrol,Individual,Manual,Third Owner,maruti,28.4,5
727,indigo,2013,170000,60000,Diesel,Individual,Manual,First Owner,tata,19.09,5
729,grand i10,2019,550000,25000,Petrol,Individual,Manual,First Owner,hyundai,18.9,5
731,nano,2011,120000,20000,Petrol,Individual,Manual,First Owner,tata,21.9,4
732,figo,2010,275000,70000,Petrol,Individual,Manual,First Owner,ford,20.0,5
733,zest,2016,285000,90000,Petrol,Individual,Manual,First Owner,tata,22.95,5
734,creta,2016,900000,80000,Diesel,Individual,Manual,First Owner,hyundai,19.67,5
735,verna,2013,620000,70000,Diesel,Individual,Manual,Second Owner,hyundai,16.2,5
737,figo aspire,2018,650000,15000,Petrol,Individual,Manual,First Owner,ford,25.83,5
738,ertiga,2014,500000,35000,Petrol,Individual,Manual,First Owner,maruti,24.52,7
739,new safari,2009,250000,120000,Diesel,Individual,Manual,Second Owner,tata,12.0,7
742,duster,2013,450000,120000,Diesel,Individual,Manual,First Owner,renault,19.01,5
744,swift dzire,2015,400000,90000,Petrol,Individual,Manual,First Owner,maruti,19.3,5
745,i20,2009,250000,72000,Diesel,Individual,Manual,Second Owner,hyundai,22.54,5
746,innova,2011,550000,197000,Petrol,Individual,Manual,Second Owner,toyota,12.8,7
749,hexa,2017,1200000,50000,Diesel,Individual,Automatic,First Owner,tata,17.6,7
750,verna,2011,450000,60000,Petrol,Individual,Automatic,Third Owner,hyundai,22.32,5
